,Gene Symbol,Interactor Symbol,Entrez ID,Evidence,Interactor Name,Uniport ID,Reference,Species,Interaction Type,edge,loci,loci-Gene-Symbol,loci-Interactor-Symbol
28417,MAGED1,PITX1,5307,Y2H,paired-like homeodomain 1,P78337,24722188,Homo sapiens,Protein Binding,"MAGED1,PITX1",,0,5q31.1
28420,MAGED1,RBFOX1,54715,Y2H,"RNA binding protein, fox-1 homolog (C. elegans) 1",Q9NWB1,16713569,Homo sapiens,Protein Binding,"MAGED1,RBFOX1",,0,16p13.3
28431,MAGEL2,SNRPN,6638,in vitro methylation assay;      Chromatin conformation capture,small nuclear ribonucleoprotein polypeptide N,P63162,22529396,Homo sapiens,Direct Regulation,"MAGEL2,SNRPN",,15q11.2,0
28432,MAGEL2,TRIM27,5987,TAP;      MS;      IP/WB,tripartite motif-containing 27,P14373,23452853,Homo sapiens,Protein Binding,"MAGEL2,TRIM27",,15q11.2,0
28433,MAGEL2,UBC,7316,LC-MS/MS,ubiquitin C,P63279,21139048,Homo sapiens,Protein Binding,"MAGEL2,UBC",,15q11.2,0
28434,MAGEL2,USP7,7874,"in vitro binding assay;    IP/WB,TAP;      MS;      IP/WB",ubiquitin specific peptidase 7 (herpes virus-associated),Q93009,23452853,Homo sapiens,Protein Binding,"MAGEL2,USP7",,15q11.2,16p13.2
28435,MAGEL2,USP7,7874,"in vitro binding assay;    IP/WB,TAP;      MS;      IP/WB",ubiquitin specific peptidase 7 (herpes virus-associated),Q93009,26365382,Homo sapiens,Protein Binding,"MAGEL2,USP7",,15q11.2,16p13.2
28436,MAGEL2,VPS26A,9559,TAP;      MS;      IP/WB,vacuolar protein sorting 26 homolog A (S. pombe),O75436,23452853,Homo sapiens,Protein Binding,"MAGEL2,VPS26A",,15q11.2,0
28437,MAGEL2,VPS35,55737,TAP;      MS;      IP/WB,vacuolar protein sorting 35 homolog (S. cerevisiae),Q96QK1,23452853,Homo sapiens,Protein Binding,"MAGEL2,VPS35",,15q11.2,0
28438,MAOA,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"MAOA,FMR1",,Xp11.3,Xq27.3
28439,MAOA,MAOB,4129,IP;     LC-MS/MS,Amine oxidase [flavin-containing] B,P27338,26186194,Homo sapiens,Protein Binding,"MAOA,MAOB",,Xp11.3,Xp11.3
28440,MAOA,SMCR7L,54471,IP;     LC-MS/MS,"Smith-Magenis syndrome chromosome region, candidate 7-like",Q7L890,26186194,Homo sapiens,Protein Binding,"MAOA,SMCR7L",,Xp11.3,0
28441,MAOA,UBC,7316,MS,ubiquitin C,P63279,21890473,Homo sapiens,Protein Binding,"MAOA,UBC",,Xp11.3,0
28443,MAP2,CHD8,57680,CHIP-seq,chromodomain helicase DNA binding protein 8,Q9HCK8,25752243,Homo sapiens,DNA Binding,"MAP2,CHD8",,0,14q11.2
28448,MAPK1,CHD8,57680,CHIP-seq,chromodomain helicase DNA binding protein 8,Q9HCK8,25752243,Homo sapiens,DNA Binding,"MAPK1,CHD8",,0,14q11.2
28450,MAPK1,RPS6KA2,6196,IP/WB,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",Q15349,8939914,Homo sapiens,Protein Binding,"MAPK1,RPS6KA2",,0,6q27
28455,MAPK12,GTF2I,2969,Y2H,general transcription factor IIi,P78347,21988832,Homo sapiens,Protein Binding,"MAPK12,GTF2I",,0,7q11.23
28461,MAPK3,AMOT,154796,Y2H,angiomotin,Q4VCS5,24722188,Homo sapiens,Protein Binding,"MAPK3,AMOT",,16p11.2,0
28462,MAPK3,BTBD10,84280,Y2H,BTB (POZ) domain containing 10,D3DQW7,21900206,Homo sapiens,Protein Binding,"MAPK3,BTBD10",,16p11.2,0
28463,MAPK3,CDC23,8697,Y2H,cell division cycle 23,Q9UJX2,24722188,Homo sapiens,Protein Binding,"MAPK3,CDC23",,16p11.2,0
28464,MAPK3,CPLX4,339302,IP;     LC-MS/MS,Complexin-4,Q7Z7G2,26186194,Homo sapiens,Protein Binding,"MAPK3,CPLX4",,16p11.2,0
28465,MAPK3,DCP1A,55802,Y2H,mRNA-decapping enzyme 1A,Q9NPI6,24722188,Homo sapiens,Protein Binding,"MAPK3,DCP1A",,16p11.2,0
28466,MAPK3,DHPS,1725,Y2H,deoxyhypusine synthase,P49366,24722188,Homo sapiens,Protein Binding,"MAPK3,DHPS",,16p11.2,0
28467,MAPK3,FMR1,2332,PAR-CLIP;      RNA immunoprecipitation (RIP),fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"MAPK3,FMR1",,16p11.2,Xq27.3
28468,MAPK3,FOXP2,93986,Y2H,forkhead box P2,O15409,24722188,Homo sapiens,Protein Binding,"MAPK3,FOXP2",,16p11.2,7q31.1
28469,MAPK3,GPS2,2874,IP;     LC-MS/MS,G protein pathway suppressor 2,Q13227,26186194,Homo sapiens,Protein Binding,"MAPK3,GPS2",,16p11.2,0
28470,MAPK3,GRPR,2925,WB,gastrin-releasing peptide receptor,P30550,20596631,Homo sapiens,Protein Modification,"MAPK3,GRPR",,16p11.2,0
28471,MAPK3,GTF2I,2969,"IP/WB;      in vitro kinase assay,IP/WB;      in vitro kinase assay;      Luciferase reporter assay",general transcription factor IIi,P78347,10648599,Homo sapiens,Protein Binding,"MAPK3,GTF2I",,16p11.2,7q11.23
28472,MAPK3,KHDRBS2,202559,IP;     LC-MS/MS,"KH domain containing, RNA binding, signal transduction associated 2",Q5VWX1,26186194,Homo sapiens,Protein Binding,"MAPK3,KHDRBS2",,16p11.2,6q11.1
28473,MAPK3,L3MBTL3,84456,Y2H,l(3)mbt-like 3 (Drosophila),Q96JM7,24722188,Homo sapiens,Protein Binding,"MAPK3,L3MBTL3",,16p11.2,0
28474,MAPK3,MAGED1,9500,Y2H,"melanoma antigen family D, 1",Q9Y5V3,24722188,Homo sapiens,Protein Binding,"MAPK3,MAGED1",,16p11.2,0
28475,MAPK3,MYOG,4656,Y2H,myogenin (myogenic factor 4),P15173,24722188,Homo sapiens,Protein Binding,"MAPK3,MYOG",,16p11.2,0
28476,MAPK3,NAB2,4665,Y2H,NGFI-A binding protein 2 (EGR1 binding protein 2),Q15742,24722188,Homo sapiens,Protein Binding,"MAPK3,NAB2",,16p11.2,0
28477,MAPK3,NUPL1,9818,Y2H,nucleoporin like 1,Q9BVL2,21900206,Homo sapiens,Protein Binding,"MAPK3,NUPL1",,16p11.2,0
28478,MAPK3,PEA15,8682,Y2H,phosphoprotein enriched in astrocytes 15,B1AKZ4,21900206,Homo sapiens,Protein Binding,"MAPK3,PEA15",,16p11.2,0
28479,MAPK3,RNF114,55905,Y2H,ring finger protein 114,Q9Y508,21900206,Homo sapiens,Protein Binding,"MAPK3,RNF114",,16p11.2,0
28480,MAPK3,RPS6KA2,6196,IP/WB,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",Q15349,8939914,Homo sapiens,Protein Binding,"MAPK3,RPS6KA2",,16p11.2,6q27
28481,MAPK3,RPS6KA6,27330,Y2H,Ribosomal protein S6 kinase alpha-6,Q9UK32,21900206,Homo sapiens,Protein Binding,"MAPK3,RPS6KA6",,16p11.2,0
28482,MAPK3,SCAND1,NM_016558,Y2H,SCAN domain containing 1,P57086,21900206,Homo sapiens,Protein Binding,"MAPK3,SCAND1",,16p11.2,0
28483,MAPK3,SNRNP27,11017,IP;     LC-MS/MS,small nuclear ribonucleoprotein 27kDa (U4/U6.U5),A8K513,26186194,Homo sapiens,Protein Binding,"MAPK3,SNRNP27",,16p11.2,0
28484,MAPK3,TRIM54,57159,Y2H,tripartite motif containing 54,Q9BYV2,24722188,Homo sapiens,Protein Binding,"MAPK3,TRIM54",,16p11.2,0
28485,MAPK3,TULP3,7289,IP;     LC-MS/MS,tubby like protein 3,F8WBZ9,26186194,Homo sapiens,Protein Binding,"MAPK3,TULP3",,16p11.2,0
28486,MAPK3,UBC,7316,MS,ubiquitin C,P63279,21890473,Homo sapiens,Protein Binding,"MAPK3,UBC",,16p11.2,0
28487,MAPK3,UXS1,80146,IP;     LC-MS/MS,UDP-glucuronate decarboxylase 1,Q8NBZ7,26186194,Homo sapiens,Protein Binding,"MAPK3,UXS1",,16p11.2,0
28488,MAPK3,VPS52,6293,Y2H,vacuolar protein sorting 52 homolog (S. cerevisiae),Q8N1B4,24722188,Homo sapiens,Protein Binding,"MAPK3,VPS52",,16p11.2,0
28489,MAPK3,ZDHHC11,79844,IP;     LC-MS/MS,"zinc finger, DHHC-type containing 11",Q9H8X9,26186194,Homo sapiens,Protein Binding,"MAPK3,ZDHHC11",,16p11.2,0
28490,MAPK3,ZNF219,51222,Y2H,zinc finger protein 219,Q9P2Y4,21900206,Homo sapiens,Protein Binding,"MAPK3,ZNF219",,16p11.2,0
28492,MAPK8IP2,CHD8,57680,CHIP-seq,chromodomain helicase DNA binding protein 8,Q9HCK8,25752243,Homo sapiens,DNA Binding,"MAPK8IP2,CHD8",,0,14q11.2
28494,MAPK8IP2,MAPK8IP1,9479,IP;     LC-MS/MS,mitogen-activated protein kinase 8 interacting protein 1,Q6NUQ9,26186194,Homo sapiens,Protein Binding,"MAPK8IP2,MAPK8IP1",,0,11p11.2
28497,MARK1,CCDC102B,NM_001093729,Y2H,coiled-coil domain containing 102B,A1A4H1,24722188,Homo sapiens,Protein Binding,"MARK1,CCDC102B",,1q41,0
28498,MARK1,CDH19,,IP;     LC-MS/MS,CDH19 protein,Q96KY9,26186194,Homo sapiens,Protein Binding,"MARK1,CDH19",,1q41,0
28499,MARK1,COL4A3BP,10087,IP;     LC-MS/MS,"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",Q9Y5P4,26186194,Homo sapiens,Protein Binding,"MARK1,COL4A3BP",,1q41,0
28500,MARK1,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"MARK1,FMR1",,1q41,Xq27.3
28501,MARK1,GJA5,2702,Y2H,"gap junction protein, alpha 5, 40kDa",P36382,21988832,Homo sapiens,Protein Binding,"MARK1,GJA5",,1q41,0
28502,MARK1,MARK2,2011,IP;      LC-MS/MS,MAP/microtubule affinity-regulating kinase 2,Q7KZI7,19615732,Homo sapiens,Protein Binding,"MARK1,MARK2",,1q41,11q13.1
28503,MARK1,TOP3B,8940,HITS-CLIP,topoisomerase (DNA) III beta,O95985,23912945,Homo sapiens,Protein Binding,"MARK1,TOP3B",,1q41,22q11.22
28504,MARK1,UBC,7316,MS,ubiquitin C,P63279,21890473,Homo sapiens,Protein Binding,"MARK1,UBC",,1q41,0
28505,MARK1,USP21,27005,IP;      LC-MS/MS,ubiquitin specific peptidase 21,Q9UK80,19615732,Homo sapiens,Protein Binding,"MARK1,USP21",,1q41,0
28507,MBD1,ATF7IP,55729,Y2H;      IP/WB;      GST,activating transcription factor 7 interacting protein,Q6VMQ6,12665582,Homo sapiens,Protein Binding,"MBD1,ATF7IP",,18q21.1,0
28508,MBD1,BAHD1,22893,GST;      IP/WB,bromo adjacent homology domain containing 1,Q8TBE0,19666599,Homo sapiens,Protein Binding,"MBD1,BAHD1",,18q21.1,0
28509,MBD1,C1QBP,708,Y2H,"complement component 1, q subcomponent binding protein",Q07021,21653829,Homo sapiens,Protein Binding,"MBD1,C1QBP",,18q21.1,0
28510,MBD1,CBX4,8535,Y2H;      GST;      IP/WB,chromobox homolog 4,O00257,17428788,Homo sapiens,Protein Binding,"MBD1,CBX4",,18q21.1,0
28511,MBD1,CBX5,23468,ChIP,chromobox homolog 5,Q61686,12711603,Homo sapiens,DNA Binding,"MBD1,CBX5",,18q21.1,0
28512,MBD1,CCDC136,64753,Y2H,coiled-coil domain containing 136,Q96JN2,21653829,Homo sapiens,Protein Binding,"MBD1,CCDC136",,18q21.1,0
28513,MBD1,CHAF1A,10036,Y2H;      IP/WB,"chromatin assembly factor 1, subunit A (p150)",Q13111,12697822,Homo sapiens,Protein Binding,"MBD1,CHAF1A",,18q21.1,0
28514,MBD1,COPE,11316,Y2H,"coatomer protein complex, subunit epsilon",O14579,21653829,Homo sapiens,Protein Binding,"MBD1,COPE",,18q21.1,0
28515,MBD1,DVL3,1857,Y2H,"dishevelled, dsh homolog 3 (Drosophila)",Q92997,21653829,Homo sapiens,Protein Binding,"MBD1,DVL3",,18q21.1,3q27.1
28516,MBD1,EEF1G,1937,Y2H,eukaryotic translation elongation factor 1 gamma,P26641,21653829,Homo sapiens,Protein Binding,"MBD1,EEF1G",,18q21.1,0
28517,MBD1,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"MBD1,FMR1",,18q21.1,Xq27.3
28518,MBD1,GRN,2896,Y2H,granulin,P28799,21653829,Homo sapiens,Protein Binding,"MBD1,GRN",,18q21.1,0
28519,MBD1,JAG2,3714,Y2H,jagged 2,Q9Y219,21653829,Homo sapiens,Protein Binding,"MBD1,JAG2",,18q21.1,0
28520,MBD1,LOC126075,126075,Y2H,coiled-coil domain containing 159,P0C7I6,21653829,Homo sapiens,Protein Binding,"MBD1,LOC126075",,18q21.1,0
28521,MBD1,LOC161527,161527,Y2H,golgin A6 family-like 4,A6NEF3,21653829,Homo sapiens,Protein Binding,"MBD1,LOC161527",,18q21.1,0
28522,MBD1,LTBP3,4054,Y2H,latent transforming growth factor beta binding protein 3,Q9NS15,21653829,Homo sapiens,Protein Binding,"MBD1,LTBP3",,18q21.1,0
28523,MBD1,LTBP4,8425,Y2H,latent transforming growth factor beta binding protein 4,Q8N2S1,21653829,Homo sapiens,Protein Binding,"MBD1,LTBP4",,18q21.1,0
28524,MBD1,MDFI,4188,Y2H,MyoD family inhibitor,Q99750,21653829,Homo sapiens,Protein Binding,"MBD1,MDFI",,18q21.1,0
28525,MBD1,MEGF6,1953,Y2H,multiple EGF-like-domains 6,O75095,21653829,Homo sapiens,Protein Binding,"MBD1,MEGF6",,18q21.1,0
28526,MBD1,NELL1,4745,Y2H,NEL-like 1 (chicken),Q92832,21653829,Homo sapiens,Protein Binding,"MBD1,NELL1",,18q21.1,0
28527,MBD1,NELL2,4753,Y2H;      GST,NEL-like 2 (chicken),Q99435,21653829,Homo sapiens,Protein Binding,"MBD1,NELL2",,18q21.1,0
28528,MBD1,NOTCH1,4851,Y2H,notch 1,P46531,21653829,Homo sapiens,Protein Binding,"MBD1,NOTCH1",,18q21.1,0
28529,MBD1,NOTCH3,4854,Y2H,notch 3,Q9UM47,21653829,Homo sapiens,Protein Binding,"MBD1,NOTCH3",,18q21.1,0
28530,MBD1,POMGNT1,55624,Y2H,"protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase",Q8WZA1,21653829,Homo sapiens,Protein Binding,"MBD1,POMGNT1",,18q21.1,1p34.1
28531,MBD1,RNF2,6045,Y2H;      GST;      IP/WB,ring finger protein 2,Q99496,17428788,Homo sapiens,Protein Binding,"MBD1,RNF2",,18q21.1,0
28532,MBD1,SLC25A3,5250,Y2H,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",Q00325,21653829,Homo sapiens,Protein Binding,"MBD1,SLC25A3",,18q21.1,0
28533,MBD1,SNAPC2,6618,Y2H,"small nuclear RNA activating complex, polypeptide 2, 45kDa",Q13487,21653829,Homo sapiens,Protein Binding,"MBD1,SNAPC2",,18q21.1,0
28534,MBD1,SUV39H1,6839,ChIP;      IP/WB;      GST;      Luciferase reporter assay,suppressor of variegation 3-9 homolog 1 (Drosophila),O43463,12711603,Homo sapiens,DNA Binding,"MBD1,SUV39H1",,18q21.1,0
28535,MBD1,TNC,3371,Y2H,tenascin C,P24821,21653829,Homo sapiens,Protein Binding,"MBD1,TNC",,18q21.1,0
28536,MBD1,ZNF384,171017,Y2H,zinc finger protein 384,Q8TF68,21653829,Homo sapiens,Protein Binding,"MBD1,ZNF384",,18q21.1,0
28539,MBD3,AURKA,6790,IP/WB;      Metabolic labeling with 32P;      2-D phosphopeptide mapping,aurora kinase A,O14965,12354758,Homo sapiens,Protein Modification,"MBD3,AURKA",,19p13.3,0
28540,MBD3,BCL11A,53335,GST;      MS;      ChIP;      IP/WB,B-cell CLL/lymphoma 11A (zinc finger protein),Q9H165,16091750,Homo sapiens,Protein Binding,"MBD3,BCL11A",,19p13.3,2p16.1
28541,MBD3,C9ORF25,203259,IP;     LC-MS/MS,Protein FAM219A,Q8IW50-3,26186194,Homo sapiens,Protein Binding,"MBD3,C9ORF25",,19p13.3,0
28542,MBD3,CEP76,79959,Y2H;     bimolecular fluorescence complementation assay,Centrosomal protein of 76 kDa,Q8TAP6,25416956,Homo sapiens,Protein Binding,"MBD3,CEP76",,19p13.3,0
28543,MBD3,CHD4,1108,IP/WB,chromodomain helicase DNA binding protein 4,Q14839,12354758,Homo sapiens,Protein Binding,"MBD3,CHD4",,19p13.3,0
28544,MBD3,CHD8,57680,CHIP-seq,chromodomain helicase DNA binding protein 8,Q9HCK8,25752243,Homo sapiens,DNA Binding,"MBD3,CHD8",,19p13.3,14q11.2
28545,MBD3,CPNE5,57699,IP;     LC-MS/MS,Copine-5,Q9HCH3,26186194,Homo sapiens,Protein Binding,"MBD3,CPNE5",,19p13.3,0
28546,MBD3,FMR1,2332,PAR-CLIP;      RNA immunoprecipitation (RIP),fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"MBD3,FMR1",,19p13.3,Xq27.3
28547,MBD3,GATAD2A,54815,"GST,IP;     LC-MS/MS",GATA zinc finger domain containing 2A,Q86YP4,12183469,Homo sapiens,Protein Binding,"MBD3,GATAD2A",,19p13.3,0
28548,MBD3,GATAD2A,54815,"GST,IP;     LC-MS/MS",GATA zinc finger domain containing 2A,Q86YP4,26186194,Homo sapiens,Protein Binding,"MBD3,GATAD2A",,19p13.3,0
28549,MBD3,GATAD2B,57459,"GST,IP;     LC-MS/MS,Y2H;     bimolecular fluorescence complementation assay",GATA zinc finger domain containing 2B,Q8WXI9,12183469,Homo sapiens,Protein Binding,"MBD3,GATAD2B",,19p13.3,0
28550,MBD3,GATAD2B,57459,"GST,IP;     LC-MS/MS,Y2H;     bimolecular fluorescence complementation assay",GATA zinc finger domain containing 2B,Q8WXI9,25416956,Homo sapiens,Protein Binding,"MBD3,GATAD2B",,19p13.3,0
28551,MBD3,GATAD2B,57459,"GST,IP;     LC-MS/MS,Y2H;     bimolecular fluorescence complementation assay",GATA zinc finger domain containing 2B,Q8WXI9,26186194,Homo sapiens,Protein Binding,"MBD3,GATAD2B",,19p13.3,0
28552,MBD3,GOLGA2,2801,Y2H;     bimolecular fluorescence complementation assay,golgin A2,Q08379,25416956,Homo sapiens,Protein Binding,"MBD3,GOLGA2",,19p13.3,0
28553,MBD3,HDAC1,3065,"in vitro binding assay;  IP/WB,IP/WB,IP;     LC-MS/MS",histone deacetylase 1,Q13547,10444591,Homo sapiens,Protein Binding,"MBD3,HDAC1",,19p13.3,0
28554,MBD3,HDAC1,3065,"in vitro binding assay;  IP/WB,IP/WB,IP;     LC-MS/MS",histone deacetylase 1,Q13547,12354758,Homo sapiens,Protein Binding,"MBD3,HDAC1",,19p13.3,0
28555,MBD3,HDAC1,3065,"in vitro binding assay;  IP/WB,IP/WB,IP;     LC-MS/MS",histone deacetylase 1,Q13547,26186194,Homo sapiens,Protein Binding,"MBD3,HDAC1",,19p13.3,0
28556,MBD3,HDAC2,3066,IP/WB,histone deacetylase 2,Q92769,12354758,Homo sapiens,Protein Binding,"MBD3,HDAC2",,19p13.3,0
28557,MBD3,ICA1,3382,Y2H;     bimolecular fluorescence complementation assay,"islet cell autoantigen 1, 69kDa",Q05084,25416956,Homo sapiens,Protein Binding,"MBD3,ICA1",,19p13.3,7p21.3
28558,MBD3,KDM5B,10765,Affinity chromatography;      IP/WB;      FPLC;      GST,lysine (K)-specific demethylase 5B,Q9UGL1,21937684,Homo sapiens,Protein Binding,"MBD3,KDM5B",,19p13.3,1q32.1
28559,MBD3,KRT15,3866,Y2H;     bimolecular fluorescence complementation assay,keratin 15,P19012,25416956,Homo sapiens,Protein Binding,"MBD3,KRT15",,19p13.3,0
28560,MBD3,L3MBTL2,83746,IP;     LC-MS/MS,l(3)mbt-like 2 (Drosophila),Q969R5,26186194,Homo sapiens,Protein Binding,"MBD3,L3MBTL2",,19p13.3,0
28561,MBD3,MBD2,8932,Y2H;      IP/WB,methyl-CpG binding domain protein 2,Q9UBB5,10947852,Homo sapiens,Protein Binding,"MBD3,MBD2",,19p13.3,0
28562,MBD3,MBD3,53615,Y2H;      IP/WB,methyl-CpG binding domain protein 3,O95983,10947852,Homo sapiens,Protein Binding,"MBD3,MBD3",,19p13.3,19p13.3
28563,MBD3,MBD3L1,85509,Y2H;      GST,methyl-CpG binding domain protein 3-like 1,Q8WWY6,15456747,Homo sapiens,Protein Binding,"MBD3,MBD3L1",,19p13.3,0
28564,MBD3,MTA2,9219,"in vitro binding assay;  IP/WB,IP;      MS;      GST","metastasis associated 1 family, member 2",O94776,10444591,Homo sapiens,Protein Binding,"MBD3,MTA2",,19p13.3,0
28565,MBD3,PHF20L1,51105,IP;     LC-MS/MS,PHD finger protein 20-like 1,A8MW92,26186194,Homo sapiens,Protein Binding,"MBD3,PHF20L1",,19p13.3,0
28566,MBD3,RBBP4,5928,in vitro binding assay,retinoblastoma binding protein 4,Q09028,10444591,Homo sapiens,Protein Binding,"MBD3,RBBP4",,19p13.3,0
28567,MBD3,RBBP7,5931,"in vitro binding assay,IP;     LC-MS/MS,IP/WB",retinoblastoma binding protein 7,Q16576,10444591,Homo sapiens,Protein Binding,"MBD3,RBBP7",,19p13.3,0
28568,MBD3,RBBP7,5931,"in vitro binding assay,IP;     LC-MS/MS,IP/WB",retinoblastoma binding protein 7,Q16576,26186194,Homo sapiens,Protein Binding,"MBD3,RBBP7",,19p13.3,0
28569,MBD3,RCN3,57333,Y2H;     bimolecular fluorescence complementation assay,"reticulocalbin 3, EF-hand calcium binding domain",Q96D15,25416956,Homo sapiens,Protein Binding,"MBD3,RCN3",,19p13.3,0
28570,MBD3,SDCBP,6386,Y2H;     bimolecular fluorescence complementation assay,syndecan binding protein (syntenin),O00560,25416956,Homo sapiens,Protein Binding,"MBD3,SDCBP",,19p13.3,0
28571,MBD3,TCF19,6941,IP;     LC-MS/MS,transcription factor 19,Q9Y242,26186194,Homo sapiens,Protein Binding,"MBD3,TCF19",,19p13.3,0
28572,MBD3,TRIM27,5987,IP/WB,tripartite motif-containing 27,P14373,17049487,Homo sapiens,Protein Binding,"MBD3,TRIM27",,19p13.3,0
28573,MBD3,TRIM54,57159,Y2H;     bimolecular fluorescence complementation assay,tripartite motif containing 54,Q9BYV2,25416956,Homo sapiens,Protein Binding,"MBD3,TRIM54",,19p13.3,0
28574,MBD3,TXNIP,10628,IP;     LC-MS/MS,thioredoxin interacting protein,Q9H3M7,26186194,Homo sapiens,Protein Binding,"MBD3,TXNIP",,19p13.3,0
28575,MBD3,VAMP7,6845,ChIP,vesicle-associated membrane protein 7,P51809,17133344,Homo sapiens,DNA Binding,"MBD3,VAMP7",,19p13.3,0
28576,MBD3,ZBED1,9189,IP;     LC-MS/MS,"zinc finger, BED-type containing 1",O96006,26186194,Homo sapiens,Protein Binding,"MBD3,ZBED1",,19p13.3,0
28577,MBD3,ZBTB46,140685,IP;     LC-MS/MS,Zinc finger and BTB domain-containing protein 46,Q86UZ6,26186194,Homo sapiens,Protein Binding,"MBD3,ZBTB46",,19p13.3,0
28578,MBD3,ZNF219,51222,IP;     LC-MS/MS,zinc finger protein 219,Q9P2Y4,26186194,Homo sapiens,Protein Binding,"MBD3,ZNF219",,19p13.3,0
28579,MBD3,ZNF277,11179,Y2H;     bimolecular fluorescence complementation assay,zinc finger protein 277,Q9NRM2,25416956,Homo sapiens,Protein Binding,"MBD3,ZNF277",,19p13.3,0
28580,MBD3,ZNF800,168850,IP;     LC-MS/MS,zinc finger protein 800,Q2TB10,26186194,Homo sapiens,Protein Binding,"MBD3,ZNF800",,19p13.3,0
28586,MBD4,CSNK2B,1460,Y2H,"casein kinase 2, beta polypeptide",P67870,14667819,Homo sapiens,Protein Binding,"MBD4,CSNK2B",,3q21.3,0
28587,MBD4,FADD,8772,IP/WB,Fas (TNFRSF6)-associated via death domain,Q13158,12702765,Homo sapiens,Protein Binding,"MBD4,FADD",,3q21.3,0
28588,MBD4,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"MBD4,FMR1",,3q21.3,Xq27.3
28589,MBD4,HDAC1,3065,IP/WB;      GST,histone deacetylase 1,Q13547,15899845,Homo sapiens,Protein Binding,"MBD4,HDAC1",,3q21.3,0
28590,MBD4,MLH1,4292,Y2H;      IP/WB,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)",P40692,10097147,Homo sapiens,Protein Binding,"MBD4,MLH1",,3q21.3,0
28591,MBD4,SIN3A,25942,IP/WB;      GST,"SIN3 homolog A, transcription regulator (yeast)",Q96ST3,15899845,Homo sapiens,Protein Binding,"MBD4,SIN3A",,3q21.3,15q24.2
28592,MBD4,TRIM27,5987,Y2H;      IP/WB;      GST,tripartite motif-containing 27,P14373,17049487,Homo sapiens,Protein Binding,"MBD4,TRIM27",,3q21.3,0
28593,MBD4,DNMT1,1786,IP/WB;      GST,DNA (cytosine-5-)-methyltransferase 1,P26358,19502488,Homo sapiens,Protein Binding,"MBD4,DNMT1",,3q21.3,0
28595,MBD5,APC,324,Y2H,adenomatous polyposis coli,P25054,20936779,Homo sapiens,Protein Binding,"MBD5,APC",,2q23.1,0
28596,MBD5,ASXL2,55252,"IP;     LC-MS/MS,LC-MS/MS;      ChIP",additional sex combs like 2 (Drosophila),Q76L83,24634419,Homo sapiens,Protein Binding,"MBD5,ASXL2",,2q23.1,0
28597,MBD5,ASXL2,55252,"IP;     LC-MS/MS,LC-MS/MS;      ChIP",additional sex combs like 2 (Drosophila),Q76L83,26186194,Homo sapiens,Protein Binding,"MBD5,ASXL2",,2q23.1,0
28598,MBD5,BAP1,8314,LC-MS/MS;      ChIP,BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase),Q92560,24634419,Homo sapiens,Protein Binding,"MBD5,BAP1",,2q23.1,0
28599,MBD5,BID,637,IP;     LC-MS/MS,BH3 interacting domain death agonist,A8ASI8,26186194,Homo sapiens,Protein Binding,"MBD5,BID",,2q23.1,0
28600,MBD5,ETF1,2107,IP;     LC-MS/MS,eukaryotic translation termination factor 1,P62495,26186194,Homo sapiens,Protein Binding,"MBD5,ETF1",,2q23.1,0
28601,MBD5,HDGFRP2,84717,IP;     LC-MS/MS,Hepatoma-derived growth factor-related protein 2,Q7Z4V5-2,26186194,Homo sapiens,Protein Binding,"MBD5,HDGFRP2",,2q23.1,0
28602,MBD5,HMGCS1,3157,IP;     LC-MS/MS,3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble),Q01581,26186194,Homo sapiens,Protein Binding,"MBD5,HMGCS1",,2q23.1,0
28603,MBD5,KDM1B,221656,LC-MS/MS;      ChIP,Lysine-specific histone demethylase 1B,Q8NB78,24634419,Homo sapiens,Protein Binding,"MBD5,KDM1B",,2q23.1,6p22.3
28604,MBD5,KIAA1549,57670,Y2H,KIAA1549,Q9HCM3,12421765,Homo sapiens,Protein Binding,"MBD5,KIAA1549",,2q23.1,0
28605,MBD5,LZIC,84328,IP;     LC-MS/MS,leucine zipper and CTNNBIP1 domain containing,Q8WZA0,26186194,Homo sapiens,Protein Binding,"MBD5,LZIC",,2q23.1,0
28606,MBD5,MEF2C,4208,Y2H,myocyte enhancer factor 2C,Q06413,20936779,Homo sapiens,Protein Binding,"MBD5,MEF2C",,2q23.1,5q14.3
